region;civil;age;gender;pop
;;;kvinnor;15
;;35-39 år;män;16
;;;kvinnor;23
;;40-44 år;män;34
;;;kvinnor;30
;;45-49 år;män;39
;;;kvinnor;56
;;50-54 år;män;59
;;;kvinnor;73
;;55-59 år;män;67
;;;kvinnor;73
;;60-64 år;män;71
;;;kvinnor;83
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;2
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;0
;;;kvinnor;1
;;45-49 år;män;0
;;;kvinnor;4
;;50-54 år;män;1
;;;kvinnor;8
;;55-59 år;män;7
;;;kvinnor;13
;;60-64 år;män;9
;;;kvinnor;21
1472 Tibro;ogifta;20-24 år;män;299
;;;kvinnor;268
;;25-29 år;män;295
;;;kvinnor;243
;;30-34 år;män;211
;;;kvinnor;139
;;35-39 år;män;161
;;;kvinnor;84
;;40-44 år;män;133
;;;kvinnor;108
;;45-49 år;män;140
;;;kvinnor;103
;;50-54 år;män;138
;;;kvinnor;95
;;55-59 år;män;110
;;;kvinnor;78
;;60-64 år;män;84
;;;kvinnor;49
;gifta;20-24 år;män;8
;;;kvinnor;20
;;25-29 år;män;39
;;;kvinnor;74
;;30-34 år;män;111
;;;kvinnor;131
;;35-39 år;män;126
;;;kvinnor;168
;;40-44 år;män;169
;;;kvinnor;139
;;45-49 år;män;171
;;;kvinnor;195
;;50-54 år;män;197
;;;kvinnor;205
;;55-59 år;män;191
;;;kvinnor;172
;;60-64 år;män;224
;;;kvinnor;214
;skilda;20-24 år;män;1
;;;kvinnor;1
;;25-29 år;män;4
;;;kvinnor;8
;;30-34 år;män;7
;;;kvinnor;16
;;35-39 år;män;14
;;;kvinnor;25
;;40-44 år;män;27
;;;kvinnor;34
;;45-49 år;män;44
;;;kvinnor;65
;;50-54 år;män;58
;;;kvinnor;66
;;55-59 år;män;45
;;;kvinnor;52
;;60-64 år;män;54
;;;kvinnor;37
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;2
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;1
;;;kvinnor;1
;;45-49 år;män;0
;;;kvinnor;5
;;50-54 år;män;6
;;;kvinnor;6
;;55-59 år;män;5
;;;kvinnor;7
;;60-64 år;män;6
;;;kvinnor;14
1473 Töreboda;ogifta;20-24 år;män;257
;;;kvinnor;196
;;25-29 år;män;248
;;;kvinnor;184
;;30-34 år;män;147
;;;kvinnor;119
;;35-39 år;män;141
;;;kvinnor;105
;;40-44 år;män;113
;;;kvinnor;81
;;45-49 år;män;104
;;;kvinnor;74
;;50-54 år;män;105
;;;kvinnor;99
;;55-59 år;män;131
;;;kvinnor;87
;;60-64 år;män;93
;;;kvinnor;52
;gifta;20-24 år;män;7
;;;kvinnor;11
;;25-29 år;män;31
;;;kvinnor;50
;;30-34 år;män;74
;;;kvinnor;88
;;35-39 år;män;93
;;;kvinnor;119
;;40-44 år;män;108
;;;kvinnor;140
;;45-49 år;män;150
;;;kvinnor;149
;;50-54 år;män;172
;;;kvinnor;178
;;55-59 år;män;170
;;;kvinnor;193
;;60-64 år;män;186
;;;kvinnor;183
;skilda;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;2
;;;kvinnor;5
;;30-34 år;män;11
;;;kvinnor;6
;;35-39 år;män;17
;;;kvinnor;26
;;40-44 år;män;24
;;;kvinnor;32
;;45-49 år;män;29
;;;kvinnor;32
;;50-54 år;män;46
;;;kvinnor;49
;;55-59 år;män;50
;;;kvinnor;50
;;60-64 år;män;47
;;;kvinnor;63
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;3
;;40-44 år;män;1
;;;kvinnor;2
;;45-49 år;män;0
;;;kvinnor;4
;;50-54 år;män;3
;;;kvinnor;10
;;55-59 år;män;3
;;;kvinnor;7
;;60-64 år;män;8
;;;kvinnor;20
1480 Göteborg;ogifta;20-24 år;män;19738
;;;kvinnor;19643
;;25-29 år;män;25286
;;;kvinnor;22972
;;30-34 år;män;17950
;;;kvinnor;13779
;;35-39 år;män;11105
;;;kvinnor;8394
;;40-44 år;män;7896
;;;kvinnor;5886
;;45-49 år;män;6286
;;;kvinnor;4891
;;50-54 år;män;5667
;;;kvinnor;4729
;;55-59 år;män;4202
;;;kvinnor;3527
;;60-64 år;män;3296
;;;kvinnor;2769
;gifta;20-24 år;män;405
;;;kvinnor;1103
;;25-29 år;män;2762
;;;kvinnor;4800
;;30-34 år;män;7142
;;;kvinnor;8736
;;35-39 år;män;8891
;;;kvinnor;9179
;;40-44 år;män;9153
;;;kvinnor;9176
;;45-49 år;män;8639
;;;kvinnor;8471
;;50-54 år;män;8669
;;;kvinnor;8223
;;55-59 år;män;7599
;;;kvinnor;6909
;;60-64 år;män;7377
;;;kvinnor;6962
;skilda;20-24 år;män;27
;;;kvinnor;87
;;25-29 år;män;315
;;;kvinnor;701
;;30-34 år;män;990
;;;kvinnor;1543
;;35-39 år;män;1597
;;;kvinnor;2170
;;40-44 år;män;2026
;;;kvinnor;2689
;;45-49 år;män;2519
;;;kvinnor;3412
;;50-54 år;män;3419
;;;kvinnor;4269
;;55-59 år;män;3375
;;;kvinnor;4191
;;60-64 år;män;3099
;;;kvinnor;3980
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;4
;;;kvinnor;29
;;30-34 år;män;15
;;;kvinnor;37
;;35-39 år;män;20
;;;kvinnor;59
;;40-44 år;män;35
;;;kvinnor;90
;;45-49 år;män;50
;;;kvinnor;179
;;50-54 år;män;70
;;;kvinnor;284
;;55-59 år;män;134
;;;kvinnor;423
;;60-64 år;män;213
;;;kvinnor;715
1481 Mölndal;ogifta;20-24 år;män;1945
;;;kvinnor;1875
;;25-29 år;män;2287
;;;kvinnor;1984
;;30-34 år;män;1526
;;;kvinnor;1092
;;35-39 år;män;1031
;;;kvinnor;824
;;40-44 år;män;921
;;;kvinnor;685
;;45-49 år;män;707
;;;kvinnor;595
;;50-54 år;män;624
;;;kvinnor;518
;;55-59 år;män;444
;;;kvinnor;371
;;60-64 år;män;330
;;;kvinnor;279
;gifta;20-24 år;män;21
;;;kvinnor;70
;;25-29 år;män;246
;;;kvinnor;440
;;30-34 år;män;738
;;;kvinnor;913
;;35-39 år;män;1099
;;;kvinnor;1299
;;40-44 år;män;1345
;;;kvinnor;1436
;;45-49 år;män;1410
;;;kvinnor;1404
;;50-54 år;män;1369
;;;kvinnor;1304
;;55-59 år;män;1092
;;;kvinnor;1010
;;60-64 år;män;950
;;;kvinnor;886
;skilda;20-24 år;män;0
;;;kvinnor;5
;;25-29 år;män;10
;;;kvinnor;45
;;30-34 år;män;67
;;;kvinnor;90
;;35-39 år;män;104
;;;kvinnor;170
;;40-44 år;män;207
;;;kvinnor;231
;;45-49 år;män;236
;;;kvinnor;339
;;50-54 år;män;325
;;;kvinnor;457
;;55-59 år;män;378
;;;kvinnor;424
;;60-64 år;män;321
;;;kvinnor;380
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;1
;;30-34 år;män;0
;;;kvinnor;2
;;35-39 år;män;0
;;;kvinnor;8
;;40-44 år;män;5
;;;kvinnor;18
;;45-49 år;män;8
;;;kvinnor;15
;;50-54 år;män;8
;;;kvinnor;32
;;55-59 år;män;11
;;;kvinnor;53
;;60-64 år;män;25
;;;kvinnor;67
1482 Kungälv;ogifta;20-24 år;män;1196
;;;kvinnor;1072
;;25-29 år;män;1251
;;;kvinnor;1003
;;30-34 år;män;803
;;;kvinnor;600
;;35-39 år;män;566
;;;kvinnor;425
;;40-44 år;män;482
;;;kvinnor;406
;;45-49 år;män;473
;;;kvinnor;396
;;50-54 år;män;480
;;;kvinnor;378
;;55-59 år;män;312
;;;kvinnor;235
;;60-64 år;män;230
;;;kvinnor;167
;gifta;20-24 år;män;15
;;;kvinnor;42
;;25-29 år;män;134
;;;kvinnor;238
;;30-34 år;män;433
;;;kvinnor;549
;;35-39 år;män;639
;;;kvinnor;718
;;40-44 år;män;861
;;;kvinnor;919
;;45-49 år;män;847
;;;kvinnor;889
;;50-54 år;män;949
;;;kvinnor;911
;;55-59 år;män;795
;;;kvinnor;795
;;60-64 år;män;754
;;;kvinnor;763
;skilda;20-24 år;män;0
;;;kvinnor;5
;;25-29 år;män;15
;;;kvinnor;18
;;30-34 år;män;29
;;;kvinnor;51
;;35-39 år;män;58
;;;kvinnor;91
;;40-44 år;män;107
;;;kvinnor;156
;;45-49 år;män;182
;;;kvinnor;228
;;50-54 år;män;283
;;;kvinnor;304
;;55-59 år;män;240
;;;kvinnor;288
;;60-64 år;män;213
;;;kvinnor;241
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;1
;;;kvinnor;2
;;30-34 år;män;0
;;;kvinnor;3
;;35-39 år;män;0
;;;kvinnor;3
;;40-44 år;män;1
;;;kvinnor;6
;;45-49 år;män;2
;;;kvinnor;7
;;50-54 år;män;5
;;;kvinnor;17
;;55-59 år;män;13
;;;kvinnor;31
;;60-64 år;män;15
;;;kvinnor;61
1484 Lysekil;ogifta;20-24 år;män;389
;;;kvinnor;270
;;25-29 år;män;348
;;;kvinnor;237
;;30-34 år;män;225
;;;kvinnor;174
;;35-39 år;män;182
;;;kvinnor;140
;;40-44 år;män;160
;;;kvinnor;126
;;45-49 år;män;159
;;;kvinnor;139
;;50-54 år;män;187
;;;kvinnor;142
;;55-59 år;män;125
;;;kvinnor;91
;;60-64 år;män;116
;;;kvinnor;69
;gifta;20-24 år;män;9
;;;kvinnor;16
;;25-29 år;män;38
;;;kvinnor;76
;;30-34 år;män;107
;;;kvinnor;133
;;35-39 år;män;149
;;;kvinnor;162
;;40-44 år;män;165
;;;kvinnor;205
;;45-49 år;män;229
;;;kvinnor;225
;;50-54 år;män;273
;;;kvinnor;276
;;55-59 år;män;270
;;;kvinnor;287
;;60-64 år;män;329
;;;kvinnor;366
;skilda;20-24 år;män;1
;;;kvinnor;0
;;25-29 år;män;3
;;;kvinnor;4
;;30-34 år;män;16
;;;kvinnor;21
;;35-39 år;män;18
;;;kvinnor;36
;;40-44 år;män;37
;;;kvinnor;48
;;45-49 år;män;57
;;;kvinnor;65
;;50-54 år;män;85
;;;kvinnor;88
;;55-59 år;män;93
;;;kvinnor;98
;;60-64 år;män;95
;;;kvinnor;95
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;1
;;;kvinnor;2
;;40-44 år;män;0
;;;kvinnor;1
;;45-49 år;män;1
;;;kvinnor;9
;;50-54 år;män;6
;;;kvinnor;9
;;55-59 år;män;8
;;;kvinnor;15
;;60-64 år;män;6
;;;kvinnor;32
1485 Uddevalla;ogifta;20-24 år;män;1781
;;;kvinnor;1572
;;25-29 år;män;1801
;;;kvinnor;1405
;;30-34 år;män;1062
;;;kvinnor;820
;;35-39 år;män;799
;;;kvinnor;571
;;40-44 år;män;659
;;;kvinnor;534
;;45-49 år;män;619
;;;kvinnor;507
;;50-54 år;män;618
;;;kvinnor;484
;;55-59 år;män;471
;;;kvinnor;341
;;60-64 år;män;374
;;;kvinnor;261
;gifta;20-24 år;män;43
;;;kvinnor;130
;;25-29 år;män;266
;;;kvinnor;422
;;30-34 år;män;511
;;;kvinnor;631
;;35-39 år;män;674
;;;kvinnor;801
;;40-44 år;män;884
;;;kvinnor;881
;;45-49 år;män;909
;;;kvinnor;930
;;50-54 år;män;952
;;;kvinnor;958
;;55-59 år;män;880
;;;kvinnor;874
;;60-64 år;män;938
;;;kvinnor;924
;skilda;20-24 år;män;1
;;;kvinnor;11
;;25-29 år;män;28
;;;kvinnor;62
;;30-34 år;män;64
;;;kvinnor;110
;;35-39 år;män;108
;;;kvinnor;153
;;40-44 år;män;147
;;;kvinnor;211
;;45-49 år;män;213
;;;kvinnor;294
;;50-54 år;män;306
;;;kvinnor;410
;;55-59 år;män;316
;;;kvinnor;379
;;60-64 år;män;305
;;;kvinnor;393
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;2
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;4
;;35-39 år;män;0
;;;kvinnor;6
;;40-44 år;män;1
;;;kvinnor;11
;;45-49 år;män;2
;;;kvinnor;23
;;50-54 år;män;10
;;;kvinnor;39
;;55-59 år;män;15
;;;kvinnor;45
;;60-64 år;män;26
;;;kvinnor;93
1486 Strömstad;ogifta;20-24 år;män;320
;;;kvinnor;300
;;25-29 år;män;400
;;;kvinnor;309
;;30-34 år;män;253
;;;kvinnor;191
;;35-39 år;män;216
;;;kvinnor;161
;;40-44 år;män;185
;;;kvinnor;148
;;45-49 år;män;182
;;;kvinnor;136
;;50-54 år;män;158
;;;kvinnor;118
;;55-59 år;män;117
;;;kvinnor;92
;;60-64 år;män;89
;;;kvinnor;73
;gifta;20-24 år;män;10
;;;kvinnor;50
;;25-29 år;män;65
;;;kvinnor;114
;;30-34 år;män;151
;;;kvinnor;156
;;35-39 år;män;188
;;;kvinnor;203
;;40-44 år;män;213
;;;kvinnor;214
;;45-49 år;män;217
;;;kvinnor;189
;;50-54 år;män;199
;;;kvinnor;214
;;55-59 år;män;191
;;;kvinnor;193
;;60-64 år;män;226
;;;kvinnor;225
;skilda;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;8
;;;kvinnor;14
;;30-34 år;män;15
;;;kvinnor;19
;;35-39 år;män;23
;;;kvinnor;27
;;40-44 år;män;41
;;;kvinnor;44
;;45-49 år;män;41
;;;kvinnor;64
;;50-54 år;män;64
;;;kvinnor;85
;;55-59 år;män;77
;;;kvinnor;77
;;60-64 år;män;75
;;;kvinnor;101
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;1
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;2
;;40-44 år;män;3
;;;kvinnor;5
;;45-49 år;män;0
;;;kvinnor;1
;;50-54 år;män;2
;;;kvinnor;5
;;55-59 år;män;3
;;;kvinnor;16
;;60-64 år;män;7
;;;kvinnor;15
1487 Vänersborg;ogifta;20-24 år;män;1066
;;;kvinnor;956
;;25-29 år;män;1071
;;;kvinnor;869
;;30-34 år;män;704
;;;kvinnor;528
;;35-39 år;män;505
;;;kvinnor;363
;;40-44 år;män;436
;;;kvinnor;332
;;45-49 år;män;445
;;;kvinnor;343
;;50-54 år;män;479
;;;kvinnor;394
;;55-59 år;män;326
;;;kvinnor;243
;;60-64 år;män;264
;;;kvinnor;170
;gifta;20-24 år;män;30
;;;kvinnor;64
;;25-29 år;män;184
;;;kvinnor;290
;;30-34 år;män;365
;;;kvinnor;445
;;35-39 år;män;466
;;;kvinnor;554
;;40-44 år;män;600
;;;kvinnor;616
;;45-49 år;män;665
;;;kvinnor;693
;;50-54 år;män;735
;;;kvinnor;712
;;55-59 år;män;620
;;;kvinnor;681
;;60-64 år;män;710
;;;kvinnor;695
;skilda;20-24 år;män;2
;;;kvinnor;3
;;25-29 år;män;29
;;;kvinnor;45
;;30-34 år;män;46
;;;kvinnor;77
;;35-39 år;män;70
;;;kvinnor;103
;;40-44 år;män;91
;;;kvinnor;135
;;45-49 år;män;135
;;;kvinnor;189
;;50-54 år;män;210
;;;kvinnor;275
;;55-59 år;män;188
;;;kvinnor;240
;;60-64 år;män;200
;;;kvinnor;218
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;2
;;30-34 år;män;0
;;;kvinnor;3
;;35-39 år;män;1
;;;kvinnor;5
;;40-44 år;män;2
;;;kvinnor;8
;;45-49 år;män;6
;;;kvinnor;16
;;50-54 år;män;4
;;;kvinnor;23
;;55-59 år;män;13
;;;kvinnor;32
;;60-64 år;män;15
;;;kvinnor;69
1488 Trollhättan;ogifta;20-24 år;män;2054
;;;kvinnor;1876
;;25-29 år;män;2001
;;;kvinnor;1512
;;30-34 år;män;1174
;;;kvinnor;849
;;35-39 år;män;849
;;;kvinnor;599
;;40-44 år;män;708
;;;kvinnor;565
;;45-49 år;män;659
;;;kvinnor;518
;;50-54 år;män;656
;;;kvinnor;470
;;55-59 år;män;458
;;;kvinnor;308
;;60-64 år;män;352
;;;kvinnor;271
;gifta;20-24 år;män;51
;;;kvinnor;120
;;25-29 år;män;299
;;;kvinnor;484
;;30-34 år;män;546
;;;kvinnor;705
;;35-39 år;män;739
;;;kvinnor;865
;;40-44 år;män;898
;;;kvinnor;910
;;45-49 år;män;973
;;;kvinnor;1010
;;50-54 år;män;1088
;;;kvinnor;1090
;;55-59 år;män;959
;;;kvinnor;854
;;60-64 år;män;846
;;;kvinnor;892
;skilda;20-24 år;män;3
;;;kvinnor;11
;;25-29 år;män;31
;;;kvinnor;69
;;30-34 år;män;80
;;;kvinnor;128
;;35-39 år;män;138
;;;kvinnor;182
;;40-44 år;män;172
;;;kvinnor;250
;;45-49 år;män;258
;;;kvinnor;338
;;50-54 år;män;318
;;;kvinnor;400
;;55-59 år;män;342
;;;kvinnor;376
;;60-64 år;män;298
;;;kvinnor;335
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;0
;;;kvinnor;3
;;30-34 år;män;3
;;;kvinnor;4
;;35-39 år;män;5
;;;kvinnor;7
;;40-44 år;män;6
;;;kvinnor;11
;;45-49 år;män;8
;;;kvinnor;17
;;50-54 år;män;8
;;;kvinnor;31
;;55-59 år;män;13
;;;kvinnor;51
;;60-64 år;män;25
;;;kvinnor;85
1489 Alingsås;ogifta;20-24 år;män;1164
;;;kvinnor;1041
;;25-29 år;män;1115
;;;kvinnor;898
;;30-34 år;män;767
;;;kvinnor;588
;;35-39 år;män;542
;;;kvinnor;441
;;40-44 år;män;481
;;;kvinnor;385
;;45-49 år;män;433
;;;kvinnor;344
;;50-54 år;män;353
;;;kvinnor;316
;;55-59 år;män;291
;;;kvinnor;228
;;60-64 år;män;214
;;;kvinnor;164
;gifta;20-24 år;män;28
;;;kvinnor;44
;;25-29 år;män;151
;;;kvinnor;267
;;30-34 år;män;403
;;;kvinnor;497
;;35-39 år;män;559
;;;kvinnor;637
;;40-44 år;män;694
;;;kvinnor;748
;;45-49 år;män;702
;;;kvinnor;740
;;50-54 år;män;730
;;;kvinnor;704
;;55-59 år;män;650
;;;kvinnor;657
;;60-64 år;män;715
;;;kvinnor;756
;skilda;20-24 år;män;1
;;;kvinnor;3
;;25-29 år;män;9
;;;kvinnor;22
;;30-34 år;män;34
;;;kvinnor;61
;;35-39 år;män;59
;;;kvinnor;98
;;40-44 år;män;115
;;;kvinnor;133
;;45-49 år;män;151
;;;kvinnor;202
;;50-54 år;män;188
;;;kvinnor;243
;;55-59 år;män;189
;;;kvinnor;228
;;60-64 år;män;197
;;;kvinnor;225
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;6
;;40-44 år;män;2
;;;kvinnor;6
;;45-49 år;män;3
;;;kvinnor;10
;;50-54 år;män;7
;;;kvinnor;21
;;55-59 år;män;9
;;;kvinnor;40
;;60-64 år;män;20
;;;kvinnor;63
1490 Borås;ogifta;20-24 år;män;3651
;;;kvinnor;3463
;;25-29 år;män;3809
;;;kvinnor;3193
;;30-34 år;män;2372
;;;kvinnor;1731
;;35-39 år;män;1557
;;;kvinnor;1172
;;40-44 år;män;1332
;;;kvinnor;994
;;45-49 år;män;1141
;;;kvinnor;930
;;50-54 år;män;1171
;;;kvinnor;915
;;55-59 år;män;896
;;;kvinnor;675
;;60-64 år;män;632
;;;kvinnor;489
;gifta;20-24 år;män;90
;;;kvinnor;227
;;25-29 år;män;553
;;;kvinnor;925
;;30-34 år;män;1226
;;;kvinnor;1481
;;35-39 år;män;1625
;;;kvinnor;1764
;;40-44 år;män;1805
;;;kvinnor;1843
;;45-49 år;män;1919
;;;kvinnor;1910
;;50-54 år;män;1973
;;;kvinnor;1915
;;55-59 år;män;1687
;;;kvinnor;1629
;;60-64 år;män;1710
;;;kvinnor;1639
;skilda;20-24 år;män;7
;;;kvinnor;14
;;25-29 år;män;69
;;;kvinnor;142
;;30-34 år;män;137
;;;kvinnor;254
;;35-39 år;män;266
;;;kvinnor;349
;;40-44 år;män;332
;;;kvinnor;473
;;45-49 år;män;458
;;;kvinnor;617
;;50-54 år;män;602
;;;kvinnor;809
;;55-59 år;män;574
;;;kvinnor;669
;;60-64 år;män;570
;;;kvinnor;672
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;2
;;30-34 år;män;2
;;;kvinnor;11
;;35-39 år;män;2
;;;kvinnor;18
;;40-44 år;män;4
;;;kvinnor;18
;;45-49 år;män;10
;;;kvinnor;27
;;50-54 år;män;15
;;;kvinnor;75
;;55-59 år;män;17
;;;kvinnor;100
;;60-64 år;män;41
;;;kvinnor;156
1491 Ulricehamn;ogifta;20-24 år;män;682
;;;kvinnor;564
;;25-29 år;män;654
;;;kvinnor;500
;;30-34 år;män;436
;;;kvinnor;326
;;35-39 år;män;348
;;;kvinnor;260
;;40-44 år;män;300
;;;kvinnor;224
;;45-49 år;män;301
;;;kvinnor;214
;;50-54 år;män;317
;;;kvinnor;215
;;55-59 år;män;227
;;;kvinnor;162
;;60-64 år;män;181
;;;kvinnor;121
;gifta;20-24 år;män;12
;;;kvinnor;38
;;25-29 år;män;86
;;;kvinnor;147
;;30-34 år;män;190
;;;kvinnor;267
;;35-39 år;män;283
;;;kvinnor;346
;;40-44 år;män;368
;;;kvinnor;383
;;45-49 år;män;440
;;;kvinnor;439
;;50-54 år;män;482
;;;kvinnor;467
;;55-59 år;män;391
;;;kvinnor;400
;;60-64 år;män;446
;;;kvinnor;477
;skilda;20-24 år;män;0
;;;kvinnor;4
;;25-29 år;män;3
;;;kvinnor;8
;;30-34 år;män;22
;;;kvinnor;34
;;35-39 år;män;37
;;;kvinnor;65
;;40-44 år;män;75
;;;kvinnor;61
;;45-49 år;män;75
;;;kvinnor;95
;;50-54 år;män;113
;;;kvinnor;132
;;55-59 år;män;122
;;;kvinnor;152
;;60-64 år;män;145
;;;kvinnor;133
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;0
;;;kvinnor;3
;;45-49 år;män;0
;;;kvinnor;7
;;50-54 år;män;6
;;;kvinnor;13
;;55-59 år;män;6
;;;kvinnor;17
;;60-64 år;män;16
;;;kvinnor;42
1492 Åmål;ogifta;20-24 år;män;341
;;;kvinnor;281
;;25-29 år;män;325
;;;kvinnor;254
;;30-34 år;män;205
;;;kvinnor;154
;;35-39 år;män;153
;;;kvinnor;116
;;40-44 år;män;153
;;;kvinnor;136
;;45-49 år;män;198
;;;kvinnor;128
;;50-54 år;män;190
;;;kvinnor;144
;;55-59 år;män;131
;;;kvinnor;109
;;60-64 år;män;130
;;;kvinnor;61
;gifta;20-24 år;män;5
;;;kvinnor;28
;;25-29 år;män;45
;;;kvinnor;79
;;30-34 år;män;90
;;;kvinnor;112
;;35-39 år;män;130
;;;kvinnor;169
;;40-44 år;män;170
;;;kvinnor;172
;;45-49 år;män;200
;;;kvinnor;191
;;50-54 år;män;211
;;;kvinnor;208
;;55-59 år;män;184
;;;kvinnor;208
;;60-64 år;män;223
;;;kvinnor;227
;skilda;20-24 år;män;1
;;;kvinnor;1
;;25-29 år;män;3
;;;kvinnor;6
;;30-34 år;män;10
;;;kvinnor;11
;;35-39 år;män;21
;;;kvinnor;28
;;40-44 år;män;19
;;;kvinnor;31
;;45-49 år;män;38
;;;kvinnor;56
;;50-54 år;män;60
;;;kvinnor;79
;;55-59 år;män;77
;;;kvinnor;100
;;60-64 år;män;56
;;;kvinnor;76
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;1
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;0
;;;kvinnor;2
;;45-49 år;män;1
;;;kvinnor;6
;;50-54 år;män;2
;;;kvinnor;5
;;55-59 år;män;3
;;;kvinnor;13
;;60-64 år;män;9
;;;kvinnor;22
1493 Mariestad;ogifta;20-24 år;män;690
;;;kvinnor;574
;;25-29 år;män;763
;;;kvinnor;575
;;30-34 år;män;478
;;;kvinnor;359
;;35-39 år;män;314
;;;kvinnor;245
;;40-44 år;män;303
;;;kvinnor;206
;;45-49 år;män;284
;;;kvinnor;250
;;50-54 år;män;337
;;;kvinnor;254
;;55-59 år;män;245
;;;kvinnor;159
;;60-64 år;män;173
;;;kvinnor;130
;gifta;20-24 år;män;9
;;;kvinnor;27
;;25-29 år;män;73
;;;kvinnor;136
;;30-34 år;män;176
;;;kvinnor;234
;;35-39 år;män;233
;;;kvinnor;270
;;40-44 år;män;307
;;;kvinnor;330
;;45-49 år;män;374
;;;kvinnor;407
;;50-54 år;män;440
;;;kvinnor;446
;;55-59 år;män;424
;;;kvinnor;419
;;60-64 år;män;444
;;;kvinnor;464
;skilda;20-24 år;män;1
;;;kvinnor;2
;;25-29 år;män;9
;;;kvinnor;10
;;30-34 år;män;14
;;;kvinnor;29
;;35-39 år;män;32
;;;kvinnor;56
;;40-44 år;män;60
;;;kvinnor;69
;;45-49 år;män;70
;;;kvinnor;101
;;50-54 år;män;108
;;;kvinnor;145
;;55-59 år;män;108
;;;kvinnor;149
;;60-64 år;män;128
;;;kvinnor;138
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;2
;;40-44 år;män;1
;;;kvinnor;0
;;45-49 år;män;1
;;;kvinnor;12
;;50-54 år;män;5
;;;kvinnor;10
;;55-59 år;män;11
;;;kvinnor;18
;;60-64 år;män;12
;;;kvinnor;34
1494 Lidköping;ogifta;20-24 år;män;1174
;;;kvinnor;1052
;;25-29 år;män;1236
;;;kvinnor;970
;;30-34 år;män;795
;;;kvinnor;640
;;35-39 år;män;596
;;;kvinnor;421
;;40-44 år;män;490
;;;kvinnor;420
;;45-49 år;män;454
;;;kvinnor;379
;;50-54 år;män;454
;;;kvinnor;361
;;55-59 år;män;352
;;;kvinnor;285
;;60-64 år;män;276
;;;kvinnor;199
;gifta;20-24 år;män;27
;;;kvinnor;46
;;25-29 år;män;112
;;;kvinnor;215
;;30-34 år;män;297
;;;kvinnor;426
;;35-39 år;män;520
;;;kvinnor;523
;;40-44 år;män;566
;;;kvinnor;615
;;45-49 år;män;661
;;;kvinnor;739
;;50-54 år;män;751
;;;kvinnor;766
;;55-59 år;män;715
;;;kvinnor;722
;;60-64 år;män;734
;;;kvinnor;705
;skilda;20-24 år;män;0
;;;kvinnor;3
;;25-29 år;män;10
;;;kvinnor;17
;;30-34 år;män;26
;;;kvinnor;41
;;35-39 år;män;60
;;;kvinnor;85
;;40-44 år;män;80
;;;kvinnor;117
;;45-49 år;män;135
;;;kvinnor;171
;;50-54 år;män;189
;;;kvinnor;223
;;55-59 år;män;152
;;;kvinnor;246
;;60-64 år;män;176
;;;kvinnor;222
;änkor/änklingar;20-24 år;män;1
;;;kvinnor;1
;;25-29 år;män;0
;;;kvinnor;0
